trddy,mkt_rf,smb,hml,umd,rmw,cma,rf,smb_equal,hml_equal,umd_equal,rmw_equal,cma_equal
1994/2/17,-0.019497719,0.002678902,0.012406451,-0.000187344,-0.01279264,-0.00730887,0.000285,0.001460522,0.008522233,0.001005385,-0.005306795,-0.00434425
1994/2/18,-0.000664028,-0.005462377,-0.008406453,-0.010067924,0.005541017,0.006899404,0.000285,-0.004717069,-0.009611492,-0.010869462,0.006166441,0.003289167
1994/2/21,-0.032164392,0.004877601,0.011210834,0.001390913,-0.013870538,-0.006095544,0.000285,0.003357156,0.0103837,0.003655385,-0.008805441,-0.001726833
1994/2/22,0.02779132,-0.00242398,-0.010573288,-0.003897302,0.010257835,0.005550601,0.000285,-0.0061204,-0.011785267,-0.00851,0.01263801,0.001390083
1994/2/23,-0.0058309,-0.004867521,-0.006416777,-0.006044148,0.007087314,0.003728707,0.000285,-0.007633304,-0.00756455,-0.006500538,0.007688472,0.001288333
1994/2/24,0.022990805,-0.014071741,-0.030835768,-0.001817404,0.031061057,0.012684938,0.000285,-0.01860137,-0.0313672,-0.006315615,0.0292138,-0.004266167
1994/2/25,0.002108366,0.014666757,0.020820433,0.020358624,-0.03036232,-0.033272021,0.000285,0.01586993,0.020736333,0.019799615,-0.023972677,-0.02214175
1994/2/28,-0.023332534,-0.006147458,0.005001811,-0.009737154,-0.002003584,0.002519908,0.000285,-0.003872578,0.0031798,-0.003993769,0.001852339,0.01489275
1994/3/1,-0.003334831,-0.00640556,0.00025506,0.002233568,-0.004084413,-0.011415375,0.000285,-0.006220891,-0.003964975,-0.002528269,-0.001867183,-0.00691025
1994/3/2,-0.01689695,-0.005338414,-0.015636368,0.00378249,0.008938587,0.009673391,0.000285,-0.004673902,-0.016269642,0.002817412,0.011802625,0.009302333
1994/3/3,-0.015557341,-0.005273089,-0.000381596,0.012348211,-0.000756592,-0.005498725,0.000285,-0.007360704,-0.001494117,0.012265747,0.002849678,-0.000322
1994/3/4,-0.01479187,-0.004282875,0.003121935,-0.001477075,-0.000645658,-0.01212028,0.000285,-0.004161528,-0.003716175,0.003004418,0.006031,-0.008268167
1994/3/7,-0.005089386,-0.009989191,0.00605515,0.031599906,-0.020363919,-0.029107977,0.000285,-0.014108437,-0.000516033,0.021029187,-0.001298457,-0.013848083
1994/3/8,-0.000065073,-0.003140001,0.018219423,0.026082839,-0.028748059,-0.039030962,0.000285,-0.008739587,0.016317858,0.020682692,-0.018259505,-0.030206833
1994/3/9,0.002497322,-0.008351076,0.008827334,0.045136542,-0.028944385,-0.0534162,0.000285,-0.006709343,0.004629092,0.030117192,-0.009859303,-0.04410675
1994/3/10,-0.03598609,0.016871914,-0.033859201,-0.038152838,0.037885371,0.053701566,0.000285,0.015832974,-0.026536383,-0.017043505,0.015026034,0.035415167
1994/3/11,0.015923398,0.010693316,0.013718812,0.00832648,-0.010861989,-0.004235569,0.000285,0.00813947,0.0129599,0.00499861,-0.009510524,0.00448075
1994/3/14,0.077433076,0.038855631,0.039938119,-0.009112596,-0.031497628,-0.024332771,0.000285,0.044590928,0.048694875,-0.018209846,-0.039820769,-0.01578125
1994/3/15,-0.0319937,-0.000786667,0.003292115,0.014858353,-0.015437294,-0.007785473,0.000285,-0.004500424,0.008950758,-0.002094148,-0.018910466,0.00440375
1994/3/16,0.002505929,0.023919716,0.018997078,0.027254972,-0.037564073,-0.009235353,0.000285,0.025813289,0.020384383,0.021408747,-0.032755245,-0.005000917
1994/3/17,-0.003650079,0.013785087,-0.020550625,-0.00629297,0.021967003,0.031573365,0.000285,0.008361952,-0.014809433,-0.000580345,0.013807359,0.0314365
1994/3/18,-0.011215163,-0.00498138,-0.005252301,-0.000798084,0.013486358,0.000133943,0.000285,-0.006779209,-0.006880742,-0.001962533,0.009089216,-0.00211825
1994/3/21,-0.039627149,-0.005286462,-0.00704323,0.005412426,0.00882834,0.015138761,0.000285,-0.006150337,-0.0055522,0.008273989,0.015563798,0.008067167
1994/3/22,-0.003900361,0.013063457,0.015292725,0.017730051,-0.028410204,-0.012865183,0.000285,0.012218852,0.0094781,0.01586781,-0.019612272,-0.003836
1994/3/23,-0.033422265,0.007980728,0.016499726,0.011107031,-0.018234894,-0.002516216,0.000285,0.011489874,0.022035967,0.01218483,-0.008617375,0.0036545
1994/3/24,-0.009185545,0.011819601,0.015696772,0.010596331,-0.007548219,-0.004817032,0.000285,0.013690391,0.017768725,0.012462951,-0.010047053,-0.002850417
1994/3/25,0.008402342,-0.012573587,0.000978732,0.017985411,-0.021167945,-0.017219416,0.000285,-0.008192504,-0.002771117,0.005049709,-0.013843971,-0.01616075
1994/3/28,-0.027564914,0.010311192,0.026269321,0.011095344,-0.009505992,-0.006610229,0.000285,0.013517048,0.035146983,0.000105131,-0.010426246,-0.0058005
1994/3/29,0.019054513,0.005738323,-0.013179311,0.006672787,0.007729137,-0.013588669,0.000285,0.007195643,-0.008205008,-0.002827203,0.003915678,-0.023380583
1994/3/30,0.003367217,0.021223698,-0.006653975,-0.013858291,0.006609266,0.06330559,0.000285,0.027711933,-0.001378883,-0.008498405,-0.003630795,0.035227
1994/3/31,-0.019655707,0.013192605,-0.019783919,0.024079661,-0.021100662,-0.007906956,0.000285,0.012137586,-0.021447876,0.029742615,-0.004895428,0.001812
1994/4/1,-0.01170001,-0.01574154,0.011258704,0.007513477,-0.003393014,-0.000577591,0.000285,-0.018743436,0.009721696,-0.004778705,-0.006370333,0.000958667
1994/4/4,-0.011231912,0.026793807,0.012560474,0.005655272,-0.005008501,-0.01982343,0.000285,0.019525498,0.008929325,-0.003920042,-0.009952654,0.002095417
1994/4/5,-0.001947228,-0.008130284,-0.01240768,-0.003207117,0.009012611,0.001709216,0.000285,-0.010578748,-0.013775378,-0.002548167,0.01008388,0.004132917
1994/4/6,0.005689804,0.022618187,-0.022325601,0.00762779,0.014714508,0.012777568,0.000285,0.02365655,-0.026132,0.012359136,0.023875577,0.00519025
1994/4/7,-0.003548097,0.004735879,0.020391194,-0.007051628,-0.011422802,0.002297196,0.000285,0.004316939,0.016257042,-0.015712792,-0.016950356,0.004655
1994/4/8,-0.014908071,0.005003623,0.013400309,0.019505393,-0.018550873,-0.032977718,0.000285,0.006883826,0.01619235,0.018226375,-0.017887359,-0.014621167
1994/4/11,-0.035565862,0.033112734,0.020082166,-0.007353463,-0.010909656,-0.021146614,0.000285,0.03204963,0.017065917,-0.013678542,-0.012171793,-0.014514833
1994/4/12,0.003209761,0.005858054,0.001683202,0.003612724,-0.00845624,0.022488741,0.000285,0.011036246,0.005117175,0.0017852,-0.011341959,0.015853917
1994/4/13,-0.019756044,0.013429543,0.023491987,-0.001586553,-0.011148015,-0.012464749,0.000285,0.01724282,0.022387375,0.004879271,-0.005926264,-0.009355417
1994/4/14,-0.048208618,0.007875127,0.019061482,0.016547278,-0.024887659,-0.012423629,0.000285,0.007818167,0.01795165,0.01060775,-0.021554466,-0.007341167
1994/4/15,0.011056621,-0.010179924,-0.039066472,-0.018692698,0.049304003,0.021088449,0.000285,-0.014450746,-0.038187208,-0.0259635,0.043633322,0.004857333
1994/4/18,-0.053071917,0.032049413,0.038160644,-0.001531411,-0.0255177,-0.012331806,0.000285,0.035709441,0.044589683,0.007583688,-0.037179668,-0.003694167
1994/4/19,-0.075051134,0.018873922,0.021392722,0.005302507,-0.019287063,0.009822584,0.000285,0.020830609,0.022944675,0.0093619,-0.010307981,0.005037
1994/4/20,-0.054392836,-0.031716382,-0.006175537,0.02228084,-0.005377597,-0.039409731,0.000285,-0.031558143,-0.006707592,0.013644708,-0.004274596,-0.033760167
1994/4/21,0.077033164,0.020462821,0.014070906,0.035045304,-0.031500118,-0.013438321,0.000285,0.013825487,0.009065183,0.028504838,-0.011369442,0.004648167
1994/4/22,-0.040170915,-0.006673047,-0.002768239,0.011897047,0.007097439,-0.01087643,0.000285,-0.007764572,-0.003052358,0.015048817,0.004210646,-0.009251917
1994/4/25,0.010829086,-0.01253085,-0.03205987,-0.012117719,0.035114728,0.018062624,0.000285,-0.007455685,-0.030203561,-0.012606114,0.019612472,0.008698
1994/4/26,0.041072644,0.008048241,-0.006491113,0.002152111,-0.004130889,0.008134453,0.000285,0.004878703,-0.008856904,0.000557747,-0.001717687,0.003177833
1994/4/27,0.051265499,-0.013821412,-0.010122995,-0.03274018,0.019651311,-0.00018139,0.000285,-0.016450276,-0.014474558,-0.037185497,0.01380041,-0.004050333
1994/4/28,-0.020218176,0.010129542,-0.011739401,-0.002289254,0.00576995,0.01241582,0.000285,0.01946519,-0.006379083,0.000421727,-0.002850183,0.008215333
